0.17,0.84,0.67,74.32,62.52,-59.31,78.19,-239.56,-43.15,54860,0
0.12,0.84,0.71,74.32,62.52,-59.31,84.23,-234.07,-36.68,54872,0
0.09,0.84,0.73,74.32,62.52,-59.31,91.25,-228.03,-33.39,54883,0
0.07,0.83,0.70,67.24,60.16,-78.70,97.90,-223.39,-30.88,54894,0
0.06,0.82,0.71,67.24,60.16,-78.70,104.92,-219.30,-27.34,54905,0
0.05,0.80,0.75,67.24,60.16,-78.70,110.84,-213.62,-20.02,54917,0
0.03,0.80,0.78,67.24,60.16,-78.70,114.14,-208.74,-13.98,54929,0
-0.02,0.79,0.79,67.24,60.16,-78.70,117.43,-204.65,-8.12,54940,0
-0.04,0.77,0.80,67.24,60.16,-78.70,119.63,-198.85,-3.54,54951,0
-0.07,0.74,0.80,67.24,60.16,-78.70,122.62,-194.70,0.43,54962,0
-0.09,0.70,0.80,67.24,60.16,-78.70,125.06,-194.40,5.13,54974,0
-0.11,0.68,0.83,67.24,60.16,-78.70,125.73,-192.26,10.01,54985,0
-0.14,0.67,0.88,67.24,60.16,-78.70,126.71,-184.14,15.44,54997,0
-0.19,0.67,0.89,67.24,60.16,-78.70,129.21,-175.17,20.02,55008,0
-0.23,0.66,0.90,58.98,48.37,-99.23,131.77,-161.68,25.45,55020,0
-0.29,0.62,0.90,58.98,48.37,-99.23,134.22,-149.60,30.82,55031,0
-0.30,0.58,0.86,58.98,48.37,-99.23,136.23,-141.66,34.06,55044,0
-0.29,0.54,0.82,58.98,48.37,-99.23,136.23,-136.96,37.54,55055,0
-0.30,0.53,0.82,58.98,48.37,-99.23,135.44,-132.20,41.44,55067,0
-0.33,0.52,0.82,58.98,48.37,-99.23,134.40,-126.71,44.31,55079,0
-0.36,0.50,0.77,58.98,48.37,-99.23,133.85,-125.92,44.13,55091,0
-0.35,0.43,0.75,58.98,48.37,-99.23,130.31,-129.39,44.01,55103,0
-0.39,0.37,0.78,58.98,48.37,-99.23,126.59,-127.32,49.80,55114,0
-0.45,0.34,0.79,58.98,48.37,-99.23,124.27,-123.84,55.66,55125,0
-0.48,0.34,0.79,58.98,48.37,-99.23,124.76,-117.55,59.88,55136,0
-0.51,0.33,0.78,44.83,28.31,-106.08,125.92,-110.72,61.46,55147,0
-0.52,0.31,0.77,44.83,28.31,-106.08,125.00,-104.43,63.23,55158,0
-0.53,0.29,0.74,44.83,28.31,-106.08,124.08,-100.77,63.35,55170,0
-0.52,0.25,0.73,44.83,28.31,-106.08,122.01,-98.82,64.15,55181,0
-0.56,0.19,0.73,44.83,28.31,-106.08,118.16,-96.50,65.73,55193,0
-0.60,0.15,0.70,44.83,28.31,-106.08,115.11,-94.67,67.02,55204,0
-0.61,0.11,0.69,44.83,28.31,-106.08,112.73,-92.41,69.46,55215,0
-0.60,0.09,0.69,44.83,28.31,-106.08,110.60,-88.99,71.78,55226,0
-0.59,0.07,0.66,44.83,28.31,-106.08,107.79,-87.22,73.06,55237,0
-0.58,0.04,0.62,44.83,28.31,-106.08,104.06,-91.49,72.88,55248,0
-0.60,0.01,0.66,44.83,28.31,-106.08,99.85,-96.37,75.32,55259,0
-0.63,-0.04,0.66,29.49,16.52,-108.36,95.70,-96.98,77.39,55270,0
-0.68,-0.06,0.68,29.49,16.52,-108.36,93.99,-92.04,79.16,55282,0
-0.73,-0.06,0.65,29.49,16.52,-108.36,92.29,-85.27,80.32,55293,0
-0.73,-0.09,0.63,29.49,16.52,-108.36,91.37,-76.17,81.12,55304,0
-0.71,-0.10,0.62,29.49,16.52,-108.36,91.31,-66.65,79.90,55316,0
-0.67,-0.12,0.58,29.49,16.52,-108.36,89.11,-60.36,77.76,55327,0
-0.63,-0.16,0.53,29.49,16.52,-108.36,86.00,-56.76,75.50,55338,0
-0.61,-0.19,0.50,29.49,16.52,-108.36,81.97,-57.07,73.49,55350,0
-0.60,-0.24,0.46,29.49,16.52,-108.36,76.11,-60.73,71.90,55362,0
-0.60,-0.27,0.42,29.49,16.52,-108.36,70.74,-67.32,72.39,55373,0
-0.58,-0.28,0.43,29.49,16.52,-108.36,65.06,-71.90,72.51,55384,0
-0.59,-0.29,0.40,12.98,7.08,-104.94,59.08,-74.04,70.98,55396,0
-0.61,-0.31,0.37,12.98,7.08,-104.94,54.08,-76.17,67.99,55407,0
-0.63,-0.36,0.37,12.98,7.08,-104.94,48.83,-74.77,66.53,55418,0
-0.64,-0.38,0.37,12.98,7.08,-104.94,43.58,-71.53,65.49,55430,0
-0.64,-0.39,0.38,12.98,7.08,-104.94,37.84,-66.53,62.74,55441,0
-0.64,-0.42,0.35,12.98,7.08,-104.94,31.74,-61.40,61.10,55452,0
-0.63,-0.40,0.33,12.98,7.08,-104.94,26.06,-54.93,59.45,55464,0
-0.59,-0.40,0.33,12.98,7.08,-104.94,21.61,-47.24,55.18,55475,0
-0.54,-0.41,0.34,12.98,7.08,-104.94,16.30,-42.48,48.52,55486,0
-0.54,-0.44,0.30,12.98,7.08,-104.94,9.46,-37.96,40.65,55497,0
-0.57,-0.44,0.29,12.98,7.08,-104.94,3.36,-34.91,35.10,55509,0
-0.57,-0.47,0.24,9.44,3.54,-98.09,-5.13,-30.03,28.87,55522,0
-0.56,-0.46,0.25,9.44,3.54,-98.09,-12.51,-26.06,23.74,55533,0
-0.55,-0.44,0.29,9.44,3.54,-98.09,-17.88,-19.23,18.07,55544,0
-0.56,-0.43,0.29,9.44,3.54,-98.09,-21.36,-11.41,10.99,55556,0
-0.56,-0.45,0.28,9.44,3.54,-98.09,-26.00,-6.90,2.26,55569,0
-0.52,-0.46,0.29,9.44,3.54,-98.09,-31.19,-3.66,-4.94,55580,0
-0.53,-0.47,0.32,9.44,3.54,-98.09,-36.62,-1.16,-10.74,55591,0
-0.56,-0.44,0.35,9.44,3.54,-98.09,-39.86,3.23,-15.87,55602,0
-0.57,-0.42,0.35,9.44,3.54,-98.09,-42.72,6.10,-21.79,55614,0
-0.55,-0.43,0.34,9.44,3.54,-98.09,-45.96,8.36,-29.85,55625,0
-0.52,-0.41,0.36,9.44,3.54,-98.09,-49.93,12.27,-36.68,55636,0
-0.53,-0.38,0.37,10.62,0.00,-96.95,-54.08,15.26,-42.18,55648,0
-0.58,-0.37,0.40,10.62,0.00,-96.95,-56.70,19.65,-45.72,55660,0
-0.58,-0.36,0.43,10.62,0.00,-96.95,-60.06,21.79,-50.23,55671,0
-0.52,-0.31,0.43,10.62,0.00,-96.95,-64.58,24.23,-59.75,55682,0
-0.54,-0.28,0.48,10.62,0.00,-96.95,-66.89,32.41,-66.89,55693,0
-0.57,-0.28,0.48,10.62,0.00,-96.95,-68.42,38.94,-74.10,55704,0
-0.56,-0.27,0.45,10.62,0.00,-96.95,-72.57,39.18,-80.44,55716,0
-0.56,-0.24,0.45,10.62,0.00,-96.95,-77.33,38.39,-84.96,55727,0
-0.53,-0.20,0.47,10.62,0.00,-96.95,-80.08,39.67,-88.56,55738,0
-0.54,-0.18,0.44,10.62,0.00,-96.95,-82.64,37.96,-88.75,55749,0
-0.50,-0.16,0.45,10.62,0.00,-96.95,-85.75,33.39,-89.66,55760,0
-0.47,-0.13,0.47,24.77,5.90,-104.94,-88.75,27.71,-92.47,55772,0
-0.47,-0.08,0.53,24.77,5.90,-104.94,-89.84,24.72,-94.30,55783,0
-0.48,-0.04,0.56,24.77,5.90,-104.94,-88.62,25.45,-98.39,55795,0
-0.50,-0.02,0.59,24.77,5.90,-104.94,-88.93,29.54,-104.31,55806,0
-0.55,-0.01,0.62,24.77,5.90,-104.94,-92.35,34.24,-109.50,55818,0
-0.64,0.06,0.67,24.77,5.90,-104.94,-94.12,36.80,-115.78,55829,0
-0.76,0.10,0.64,24.77,5.90,-104.94,-95.76,31.49,-117.80,55841,0
-0.81,0.08,0.59,24.77,5.90,-104.94,-101.32,24.72,-117.55,55852,0
-0.82,0.10,0.61,24.77,5.90,-104.94,-104.19,26.49,-112.12,55863,0
-0.79,0.16,0.62,24.77,5.90,-104.94,-104.13,37.60,-107.12,55875,0
-0.72,0.25,0.69,24.77,5.90,-104.94,-98.57,50.05,-105.41,55886,0
-0.66,0.28,0.69,42.47,8.26,-103.80,-96.31,56.40,-105.90,55897,0
-0.60,0.27,0.71,42.47,8.26,-103.80,-97.17,55.48,-106.38,55908,0
-0.55,0.32,0.71,42.47,8.26,-103.80,-99.98,50.11,-103.94,55919,0
-0.58,0.28,0.68,42.47,8.26,-103.80,-105.35,49.38,-102.48,55931,0
-0.62,0.31,0.69,42.47,8.26,-103.80,-107.60,55.36,-102.54,55942,0
-0.63,0.39,0.72,42.47,8.26,-103.80,-106.20,65.61,-102.84,55954,0
-0.63,0.48,0.78,42.47,8.26,-103.80,-101.62,78.74,-101.81,55965,0
-0.63,0.54,0.78,42.47,8.26,-103.80,-98.82,91.55,-101.56,55976,0
-0.65,0.54,0.80,42.47,8.26,-103.80,-95.09,99.18,-102.36,55987,0
-0.69,0.46,0.74,42.47,8.26,-103.80,-94.42,101.50,-101.20,55998,0
-0.66,0.37,0.73,42.47,8.26,-103.80,-97.72,101.44,-95.09,56009,0
-0.62,0.40,0.79,54.27,23.59,-99.23,-97.96,106.87,-84.72,56020,0
-0.59,0.50,0.81,54.27,23.59,-99.23,-96.01,118.96,-77.70,56031,0
-0.57,0.59,0.80,54.27,23.59,-99.23,-96.31,131.84,-74.77,56043,0
-0.55,0.74,0.81,54.27,23.59,-99.23,-92.04,140.26,-70.62,56054,0
-0.50,0.77,0.71,54.27,23.59,-99.23,-90.58,136.90,-71.78,56066,0
-0.41,0.67,0.70,54.27,23.59,-99.23,-96.31,132.08,-75.56,56077,0
-0.39,0.58,0.76,54.27,23.59,-99.23,-101.38,131.84,-68.79,56088,0
-0.42,0.57,0.81,54.27,23.59,-99.23,-103.15,140.69,-57.98,56100,0
-0.41,0.64,0.84,54.27,23.59,-99.23,-98.75,156.25,-52.06,56111,0
-0.41,0.71,0.80,54.27,23.59,-99.23,-94.97,173.03,-47.97,56122,0
-0.38,0.74,0.74,54.27,23.59,-99.23,-94.60,191.04,-47.12,56133,0
-0.35,0.78,0.72,66.06,42.47,-94.67,-94.36,211.36,-43.95,56145,0
-0.29,0.83,0.65,66.06,42.47,-94.67,-96.13,227.17,-42.66,56156,0
-0.22,0.86,0.60,66.06,42.47,-94.67,-99.30,239.38,-40.53,56167,0
-0.11,0.88,0.55,66.06,42.47,-94.67,-103.39,249.39,-34.00,56179,0
-0.03,0.92,0.51,66.06,42.47,-94.67,-107.12,254.09,-28.99,56190,0
-0.00,0.93,0.47,66.06,42.47,-94.67,-112.73,248.29,-23.19,56201,0
0.03,0.96,0.44,66.06,42.47,-94.67,-122.92,236.57,-15.63,56213,0
0.11,1.01,0.46,66.06,42.47,-94.67,-131.53,229.25,-8.18,56224,0
0.10,1.03,0.49,66.06,42.47,-94.67,-135.38,227.60,-5.49,56235,0
-0.01,0.97,0.49,66.06,42.47,-94.67,-138.00,229.25,0.12,56247,0
-0.10,0.92,0.49,66.06,42.47,-94.67,-134.28,234.44,7.26,56258,0
-0.12,0.83,0.50,71.96,57.80,-73.00,-125.67,242.98,20.45,56270,0
-0.02,0.85,0.52,71.96,57.80,-73.00,-118.59,252.20,34.00,56281,0
0.09,0.92,0.59,71.96,57.80,-73.00,-107.48,263.67,40.28,56293,0
0.12,0.97,0.65,71.96,57.80,-73.00,-91.74,275.02,42.30,56304,0
0.13,0.94,0.64,71.96,57.80,-73.00,-77.03,282.04,43.95,56315,0
0.14,0.88,0.56,71.96,57.80,-73.00,-66.35,284.06,46.26,56326,0
0.10,0.88,0.47,71.96,57.80,-73.00,-58.72,282.23,52.92,56337,0
0.07,0.93,0.42,71.96,57.80,-73.00,-50.78,281.92,61.46,56349,0
0.07,0.95,0.37,71.96,57.80,-73.00,-41.69,284.73,66.53,56361,0
0.11,1.00,0.34,71.96,57.80,-73.00,-33.81,288.76,68.12,56372,0
0.17,1.08,0.28,71.96,57.80,-73.00,-25.15,284.48,69.52,56384,0
0.23,1.13,0.17,77.86,55.45,-47.91,-16.66,270.08,69.27,56395,0
0.28,1.10,0.09,77.86,55.45,-47.91,-12.45,247.99,70.19,56406,0
0.30,1.05,0.09,77.86,55.45,-47.91,-9.64,223.45,72.81,56418,0
0.29,1.02,0.14,77.86,55.45,-47.91,-6.71,200.50,76.35,56430,0
0.28,1.03,0.19,77.86,55.45,-47.91,-2.26,182.50,77.58,56441,0
0.27,1.06,0.20,77.86,55.45,-47.91,3.54,171.33,77.09,56452,0
0.26,1.12,0.20,77.86,55.45,-47.91,10.44,166.32,75.32,56464,0
0.20,1.16,0.19,77.86,55.45,-47.91,17.46,169.37,74.95,56475,0
0.09,1.19,0.15,77.86,55.45,-47.91,22.58,179.87,76.05,56486,0
-0.02,1.22,0.07,77.86,55.45,-47.91,25.09,195.13,77.58,56497,0
-0.06,1.23,-0.04,77.86,55.45,-47.91,27.16,213.07,77.21,56509,0
-0.00,1.20,-0.10,81.40,40.11,-37.64,30.64,228.82,74.65,56520,0
0.11,1.15,-0.11,81.40,40.11,-37.64,35.58,237.92,70.31,56532,0
0.21,1.09,-0.11,81.40,40.11,-37.64,40.28,236.02,64.88,56544,0
0.29,1.03,-0.10,81.40,40.11,-37.64,42.48,226.56,60.55,56555,0
0.34,1.04,-0.09,81.40,40.11,-37.64,43.64,214.48,57.31,56566,0
0.35,1.04,-0.12,81.40,40.11,-37.64,43.76,197.02,52.92,56577,0
0.34,1.00,-0.12,81.40,40.11,-37.64,42.79,177.55,47.55,56588,0
0.32,0.98,-0.10,81.40,40.11,-37.64,43.09,159.73,42.91,56599,0
0.31,0.96,-0.11,81.40,40.11,-37.64,45.17,143.62,39.31,56610,0
0.28,0.96,-0.10,81.40,40.11,-37.64,47.49,128.60,36.38,56621,0
0.25,0.96,-0.09,81.40,40.11,-37.64,49.01,116.39,34.67,56632,0
0.23,0.99,-0.11,83.76,28.31,-37.64,48.28,108.76,34.55,56643,0
0.22,1.04,-0.12,83.76,28.31,-37.64,47.06,102.66,35.34,56655,0
0.23,1.07,-0.12,83.76,28.31,-37.64,44.92,98.88,35.52,56666,0
0.24,1.09,-0.12,83.76,28.31,-37.64,41.02,94.24,35.16,56677,0
0.28,1.08,-0.12,83.76,28.31,-37.64,35.52,86.85,33.87,56688,0
0.31,1.04,-0.11,83.76,28.31,-37.64,31.01,75.93,32.04,56699,0
0.33,0.99,-0.10,83.76,28.31,-37.64,26.37,61.83,29.36,56710,0
0.34,0.96,-0.09,83.76,28.31,-37.64,22.77,44.37,27.28,56721,0
0.32,0.94,-0.06,83.76,28.31,-37.64,19.53,28.20,24.35,56732,0
0.26,0.91,-0.02,83.76,28.31,-37.64,16.48,15.56,20.87,56743,0
0.19,0.91,0.03,83.76,28.31,-37.64,14.65,9.89,18.98,56755,0
0.14,0.93,0.06,83.76,28.31,-37.64,14.34,11.66,17.33,56767,0
